Color: 13.0126, Freq: 116.4898
Color: 20.1334, Freq: 127.3435
Color: 20.4023, Freq: 127.9275
Color: 20.0977, Freq: 127.3599
Color: 20.3664, Freq: 128.1672
Color: 20.1473, Freq: 127.6253
Color: 19.9588, Freq: 127.5680
Color: 19.7827, Freq: 127.2814
Color: 20.0799, Freq: 127.3069
Color: 19.7370, Freq: 126.9850
Color: 19.1428, Freq: 126.5029
Color: 19.8005, Freq: 127.3559
Color: 20.1198, Freq: 127.4696
Color: 19.8827, Freq: 127.7276
Color: 3.8820, Freq: 81.9502
Color: 19.5502, Freq: 127.0948
Color: 3.7474, Freq: 78.7308
Color: 19.8347, Freq: 127.3143
Color: 19.6958, Freq: 127.1370
Color: 19.7629, Freq: 127.5181
Color: 19.6375, Freq: 128.0421
Color: 19.6376, Freq: 128.1635
Color: 3.9706, Freq: 83.8342
Color: 19.4935, Freq: 128.1786
Color: 19.8437, Freq: 129.0443
Color: 19.8616, Freq: 128.9885
Color: 19.9705, Freq: 129.6861
Color: 19.6427, Freq: 129.5362
Color: 19.2303, Freq: 128.8890
Color: 19.6200, Freq: 128.3617
Color: 19.8267, Freq: 128.1579
Color: 19.2596, Freq: 126.9889
Color: 4.0647, Freq: 80.1193
Color: 19.6355, Freq: 128.0538
Color: 3.8894, Freq: 76.5410
Color: 19.3772, Freq: 127.2228
Color: 4.1104, Freq: 81.0490
Color: 19.3131, Freq: 127.5921
Color: 19.6431, Freq: 127.5110
Color: 19.9956, Freq: 128.3499
Color: 4.0776, Freq: 80.4720
Color: 19.6860, Freq: 128.5180
Color: 19.4874, Freq: 128.5198
Color: 19.1594, Freq: 127.5207
Color: 19.6566, Freq: 128.6828
Color: 3.9369, Freq: 78.1130
Color: 20.3010, Freq: 129.0180
Color: 3.9057, Freq: 79.0628
Color: 19.9986, Freq: 129.1960
Color: 4.0077, Freq: 83.3534
Color: 20.0561, Freq: 129.3323
Color: 20.1148, Freq: 129.1939
Color: 19.3207, Freq: 127.7280
Color: 19.7537, Freq: 128.5618
Color: 19.6667, Freq: 127.9542
Color: 19.4585, Freq: 128.4249
Color: 19.2986, Freq: 127.7482
Color: 19.8201, Freq: 128.0346
Color: 19.7690, Freq: 127.9605
Color: 19.1510, Freq: 126.6002
Color: 19.5100, Freq: 125.9993
Color: 19.2517, Freq: 124.9418
Color: 19.2263, Freq: 125.9021
Color: 19.2745, Freq: 126.2427
Color: 19.3067, Freq: 126.7144
Color: 19.1542, Freq: 127.2763
Color: 18.8943, Freq: 125.8716
Color: 3.7122, Freq: 76.6920
Color: 19.0902, Freq: 126.6557
Color: 19.4077, Freq: 127.6996
Color: 19.6735, Freq: 127.4225
Color: 3.8346, Freq: 78.3803
Color: 19.0254, Freq: 126.2926
Color: 3.9793, Freq: 76.8677
Color: 18.9763, Freq: 127.1374
Color: 3.8274, Freq: 76.7393
Color: 19.1790, Freq: 127.3866
Color: 3.8375, Freq: 76.6403
Color: 19.3161, Freq: 125.8630
Color: 4.0165, Freq: 78.9326
Color: 18.8968, Freq: 125.5688
Color: 19.1952, Freq: 126.5745
Color: 19.2360, Freq: 127.7436
Color: 19.2115, Freq: 126.7977
Color: 4.0600, Freq: 85.6408
Color: 19.1678, Freq: 127.1140
Color: 19.0438, Freq: 127.0849
Color: 19.1729, Freq: 128.2436
Color: 19.3216, Freq: 128.3839
Color: 19.0085, Freq: 127.2394
Color: 18.9140, Freq: 126.3840
Color: 19.0124, Freq: 126.5034
Color: 3.8282, Freq: 80.8104
Color: 18.8254, Freq: 125.2698
Color: 19.1020, Freq: 126.6585
Color: 18.5617, Freq: 126.0561
Color: 18.9043, Freq: 126.6603
Color: 18.6244, Freq: 126.1612
Color: 18.9320, Freq: 127.7138
Color: 19.0097, Freq: 126.6943
Color: 19.2436, Freq: 128.1315
Color: 19.4485, Freq: 128.4043
Color: 19.0594, Freq: 127.8515
Color: 19.3803, Freq: 128.2781
Color: 19.4573, Freq: 128.5358
Color: 18.8566, Freq: 127.4729
Color: 18.5609, Freq: 126.3286
Color: 18.6622, Freq: 127.1205
Color: 18.6293, Freq: 126.9336
Color: 18.6771, Freq: 126.5064
Color: 19.3579, Freq: 127.9817
Color: 18.4789, Freq: 126.2386
Color: 18.6754, Freq: 126.8242
Color: 18.9414, Freq: 127.2044
Color: 19.0618, Freq: 127.3681
Color: 19.0757, Freq: 127.5626
Color: 19.0221, Freq: 128.5277
Color: 18.8081, Freq: 127.9145
Color: 19.0946, Freq: 127.8468
Color: 18.9730, Freq: 127.3715
Color: 19.3292, Freq: 127.9168
Color: 19.5335, Freq: 127.2373
Color: 19.9880, Freq: 128.1085
Color: 19.9435, Freq: 128.1465
Color: 3.7847, Freq: 84.1705
Color: 19.7189, Freq: 128.7254
Color: 3.6529, Freq: 79.8580
Color: 19.6470, Freq: 128.0563
Color: 3.7199, Freq: 81.8522
Color: 19.0451, Freq: 126.9749
Color: 3.6634, Freq: 76.1250
Color: 19.6820, Freq: 126.9903
Color: 19.2893, Freq: 125.1902
Color: 4.1928, Freq: 76.9782
Color: 19.4889, Freq: 125.8709
Color: 19.6879, Freq: 126.8667
Color: 3.9908, Freq: 79.6251
Color: 19.1963, Freq: 126.3446
Color: 3.7970, Freq: 76.9293
Color: 19.7465, Freq: 126.0580
Color: 3.9817, Freq: 78.9417
Color: 20.1394, Freq: 127.6666
Color: 20.0674, Freq: 128.2453
Color: 19.6945, Freq: 127.8523
Color: 20.2547, Freq: 128.5092
Color: 19.8464, Freq: 127.6805
Color: 19.8511, Freq: 127.6980
Color: 19.7105, Freq: 127.2433
Color: 20.0284, Freq: 127.3921
Color: 20.0673, Freq: 128.0592
Color: 3.7569, Freq: 80.1051
Color: 19.7485, Freq: 127.2220
Color: 20.0854, Freq: 127.8187
Color: 20.0569, Freq: 127.6086
Color: 20.6576, Freq: 129.1135
Color: 20.2223, Freq: 128.6538
Color: 20.2158, Freq: 126.8583
Color: 20.1229, Freq: 127.3354
Color: 19.2907, Freq: 125.5127
Color: 19.8507, Freq: 126.6273
Color: 19.3475, Freq: 125.6118
Color: 19.7515, Freq: 125.9821
Color: 19.4345, Freq: 125.8401
Color: 19.3664, Freq: 125.4969
Color: 3.6297, Freq: 78.5764
Color: 19.4012, Freq: 125.2542
Color: 19.1197, Freq: 125.4963
Color: 19.3857, Freq: 126.5082
Color: 19.3852, Freq: 126.8138
Color: 19.2595, Freq: 126.5641
Color: 19.0917, Freq: 125.7024
Color: 19.1619, Freq: 125.7168
Color: 18.9484, Freq: 125.2543
Color: 18.6861, Freq: 124.4697
Color: 19.1966, Freq: 126.4346
Color: 18.9903, Freq: 126.0281
Color: 19.2873, Freq: 126.9242
Color: 19.2726, Freq: 126.5301
Color: 19.3284, Freq: 127.4228
Color: 19.4728, Freq: 127.1439
Color: 19.0314, Freq: 125.9130
Color: 19.0603, Freq: 125.1319
Color: 19.3317, Freq: 125.5952
Color: 19.2342, Freq: 125.3578
Color: 19.3163, Freq: 126.0855
Color: 19.4745, Freq: 126.3555
Color: 19.5058, Freq: 126.8574
Color: 19.1382, Freq: 126.4139
Color: 18.8820, Freq: 125.2959
Color: 19.3255, Freq: 127.3079
Color: 19.4853, Freq: 127.6496
Color: 19.1186, Freq: 126.2425
Color: 19.3168, Freq: 126.0250
Color: 19.4546, Freq: 127.2070
Color: 3.9043, Freq: 82.6823
Color: 19.0719, Freq: 126.5699
Color: 19.2176, Freq: 127.3333
Color: 19.7427, Freq: 127.7630
Color: 19.5973, Freq: 127.1317
Color: 19.4593, Freq: 126.7412
Color: 19.7115, Freq: 128.4181
Color: 19.4202, Freq: 127.1315
Color: 19.3230, Freq: 125.8245
Color: 3.9442, Freq: 82.3697
Color: 19.7369, Freq: 128.4207
Color: 3.9381, Freq: 82.3778
Color: 19.2061, Freq: 126.4771
Color: 19.2558, Freq: 126.9839
Color: 4.0682, Freq: 79.0047
Color: 19.3450, Freq: 127.0801
Color: 4.2223, Freq: 79.7558
Color: 19.7814, Freq: 127.5775
Color: 4.2978, Freq: 79.7195
Color: 19.5198, Freq: 126.9658
Color: 4.2925, Freq: 79.2962
Color: 19.6102, Freq: 127.9165
Color: 19.5158, Freq: 127.3805
Color: 19.2956, Freq: 126.4236
Color: 4.2748, Freq: 76.9745
Color: 19.8188, Freq: 127.3122
Color: 4.3093, Freq: 75.8419
Color: 19.3471, Freq: 126.5823
Color: 19.9904, Freq: 126.7826
Color: 19.8971, Freq: 126.8283
Color: 4.0682, Freq: 77.4149
Color: 19.6593, Freq: 126.7930
Color: 3.9945, Freq: 78.2018
Color: 19.6029, Freq: 126.2312
Color: 4.1572, Freq: 81.6694
Color: 1.8111, Freq: 75.8225
Color: 19.4837, Freq: 126.3130
Color: 3.9346, Freq: 78.0727
Color: 19.9567, Freq: 127.2983
Color: 19.9568, Freq: 128.3172
Color: 19.6808, Freq: 127.4806
Color: 20.1341, Freq: 128.4073
Color: 19.7442, Freq: 128.4706
Color: 20.1727, Freq: 129.1582
Color: 19.7276, Freq: 128.4162
Color: 3.9103, Freq: 81.6046
Color: 19.3158, Freq: 127.1684
Color: 19.5353, Freq: 127.4395
Color: 19.3192, Freq: 126.6355
Color: 19.6808, Freq: 127.1392
Color: 20.3497, Freq: 128.6284
Color: 20.1680, Freq: 128.6959
Color: 4.0307, Freq: 82.9129
Color: 19.8999, Freq: 128.3702
Color: 19.6997, Freq: 127.9247
Color: 19.6252, Freq: 127.1410
Color: 19.5668, Freq: 127.5807
Color: 19.6845, Freq: 127.9484
Color: 19.4216, Freq: 127.1420
Color: 19.7102, Freq: 128.1982
Color: 19.7207, Freq: 128.1367
Color: 20.0616, Freq: 128.4677
Color: 19.8891, Freq: 127.5740
Color: 20.5576, Freq: 127.8538
Color: 20.4756, Freq: 126.9361
Color: 20.0512, Freq: 126.8290
Color: 19.9344, Freq: 127.0070
Color: 4.6417, Freq: 83.0312
Color: 19.4775, Freq: 126.3686
Color: 4.4132, Freq: 83.6404
Color: 19.8562, Freq: 126.9407
Color: 19.7736, Freq: 127.5310
Color: 19.7020, Freq: 127.5262
Color: 20.1192, Freq: 127.9378
Color: 4.0447, Freq: 76.5963
Color: 20.1275, Freq: 128.8799
Color: 4.2386, Freq: 78.5332
Color: 19.9999, Freq: 128.1167
Color: 4.3895, Freq: 77.0550
Color: 20.0740, Freq: 128.6268
Color: 4.3906, Freq: 76.1965
Color: 19.5588, Freq: 126.5303
Color: 19.7081, Freq: 127.2764
Color: 19.9395, Freq: 126.6306
Color: 19.9722, Freq: 127.9600
Color: 4.5721, Freq: 81.1249
Color: 20.4355, Freq: 128.0557
Color: 4.5713, Freq: 82.4371
Color: 19.4846, Freq: 126.4234
Color: 19.0097, Freq: 125.6492
Color: 4.4938, Freq: 82.6002
Color: 19.3850, Freq: 126.4041
Color: 19.6232, Freq: 126.2151
Color: 19.3886, Freq: 126.0229
Color: 19.3264, Freq: 126.7337
Color: 19.6242, Freq: 126.3126
Color: 19.1460, Freq: 126.3746
Color: 4.5182, Freq: 81.8149
Color: 19.1395, Freq: 125.6806
Color: 19.5869, Freq: 126.6204
Color: 19.4523, Freq: 126.4922
Color: 19.0976, Freq: 126.1927
Color: 19.2415, Freq: 126.3860
Color: 19.7195, Freq: 127.5388
Color: 19.1563, Freq: 125.9601
Color: 4.1930, Freq: 84.6249
Color: 19.7808, Freq: 127.3207
Color: 19.7285, Freq: 126.4618
Color: 4.1477, Freq: 84.0491
Color: 19.4956, Freq: 126.9882
Color: 4.0779, Freq: 81.3016
Color: 19.3071, Freq: 126.4335
Color: 4.0439, Freq: 80.9103
Color: 19.4409, Freq: 125.8375
Color: 4.0312, Freq: 80.0204
Color: 19.5654, Freq: 125.6419
Color: 4.1359, Freq: 83.8217
Color: 19.6767, Freq: 124.7454
Color: 4.1470, Freq: 82.8961
Color: 18.9209, Freq: 122.5607
Color: 20.0339, Freq: 124.7232
Color: 3.9676, Freq: 81.7839
Color: 20.1102, Freq: 125.3808
Color: 20.3523, Freq: 125.7957
Color: 19.7986, Freq: 123.4612
Color: 3.8193, Freq: 84.2935
Color: 20.3066, Freq: 124.6517
Color: 3.7745, Freq: 84.3885
Color: 19.9939, Freq: 124.0512
Color: 3.8655, Freq: 84.4382
Color: 20.3196, Freq: 124.2432
Color: 20.9759, Freq: 125.1724
Color: 20.1738, Freq: 123.2055
Color: 20.3688, Freq: 124.4684
Color: 21.3334, Freq: 125.6149
Color: 19.9473, Freq: 124.0487
Color: 19.4206, Freq: 124.5266
Color: 19.3239, Freq: 125.5775
Color: 20.4480, Freq: 127.6880
Color: 20.1000, Freq: 127.5263
Color: 20.7343, Freq: 127.9543
Color: 20.5890, Freq: 127.9269
Color: 3.9744, Freq: 78.3056
Color: 20.4661, Freq: 128.3664
Color: 4.0399, Freq: 83.2807
Color: 20.6697, Freq: 127.7235
Color: 3.9790, Freq: 82.1908
Color: 21.0852, Freq: 128.3177
Color: 20.0034, Freq: 127.0449
Color: 20.1471, Freq: 126.9300
Color: 20.0206, Freq: 126.8858
Color: 20.0397, Freq: 126.9067
Color: 20.0651, Freq: 126.4448
Color: 20.4892, Freq: 127.3383
Color: 19.7320, Freq: 126.4044
Color: 19.8554, Freq: 125.6931
Color: 20.2524, Freq: 126.4597
Color: 20.2213, Freq: 127.7801
Color: 19.8668, Freq: 126.9108
Color: 20.4979, Freq: 127.5189
Color: 4.0889, Freq: 84.1496
Color: 19.8156, Freq: 126.9083
Color: 19.8665, Freq: 126.4474
Color: 19.9723, Freq: 127.3692
Color: 20.3758, Freq: 127.4209
Color: 20.8145, Freq: 128.1944
Color: 20.0104, Freq: 127.2685
Color: 20.3458, Freq: 128.4943
Color: 20.2104, Freq: 128.4587
Color: 20.0152, Freq: 128.7054
Color: 4.4296, Freq: 81.2661
Color: 20.5490, Freq: 128.9519
Color: 20.5022, Freq: 128.9425
Color: 4.4151, Freq: 81.8006
Color: 20.0316, Freq: 128.0637
Color: 20.4552, Freq: 128.2460
Color: 20.1726, Freq: 128.5435
Color: 20.1935, Freq: 128.2651
Color: 20.1554, Freq: 128.2644
Color: 20.4687, Freq: 129.4099
Color: 4.3487, Freq: 84.4498
Color: 20.1279, Freq: 128.9718
Color: 20.3881, Freq: 128.9465
Color: 20.0436, Freq: 128.4611
Color: 20.3108, Freq: 128.3071
Color: 20.4053, Freq: 127.9438
Color: 4.2576, Freq: 78.9378
Color: 20.2531, Freq: 128.3879
Color: 20.3507, Freq: 129.0563
Color: 20.4606, Freq: 129.0662
Color: 20.1506, Freq: 127.3444
Color: 19.8661, Freq: 126.2898
Color: 20.1570, Freq: 127.4238
Color: 20.0783, Freq: 125.5990
Color: 20.1757, Freq: 126.2410
Color: 20.1793, Freq: 126.5887
Color: 19.8488, Freq: 126.1544
Color: 4.0634, Freq: 83.0596
Color: 19.5245, Freq: 125.1594
Color: 19.5810, Freq: 124.7151
Color: 19.9003, Freq: 125.7305
Color: 4.1377, Freq: 81.4805
Color: 20.1640, Freq: 125.5538
Color: 19.5242, Freq: 124.0934
Color: 19.7255, Freq: 124.3733
Color: 19.4852, Freq: 123.2731
Color: 20.7648, Freq: 125.2842
Color: 20.3944, Freq: 125.8969
Color: 19.8711, Freq: 124.6993
Color: 20.1140, Freq: 124.5811
Color: 19.6762, Freq: 124.6110
Color: 19.7431, Freq: 124.8349
Color: 18.9685, Freq: 122.2686
Color: 19.4964, Freq: 123.0937
Color: 19.8264, Freq: 124.5433
Color: 1.6305, Freq: 73.0356
Color: 19.8703, Freq: 124.6088
Color: 18.8188, Freq: 122.4240
Color: 3.6318, Freq: 79.8280
Color: 19.0188, Freq: 124.5324
Color: 3.5543, Freq: 76.3365
Color: 18.9835, Freq: 125.5302
Color: 3.5092, Freq: 76.7060
Color: 19.4865, Freq: 126.4894
Color: 1.7454, Freq: 73.0550
Color: 3.5508, Freq: 78.5898
Color: 19.3892, Freq: 125.9588
Color: 3.6613, Freq: 78.8831
Color: 19.2345, Freq: 124.9269
Color: 19.7027, Freq: 126.4962
Color: 1.7204, Freq: 74.9401
Color: 19.4540, Freq: 126.6747
Color: 19.8671, Freq: 126.8423
Color: 19.4242, Freq: 126.2379
Color: 19.9489, Freq: 127.9080
Color: 19.5000, Freq: 126.8307
Color: 1.7879, Freq: 74.7502
Color: 19.1731, Freq: 126.8029
Color: 1.9627, Freq: 71.7417
Color: 19.2395, Freq: 126.6599
Color: 19.4878, Freq: 127.7493
Color: 2.1396, Freq: 72.9500
Color: 19.1360, Freq: 127.0083
Color: 19.1957, Freq: 126.8718
Color: 1.8304, Freq: 75.9797
Color: 19.1697, Freq: 127.4589
Color: 3.9285, Freq: 85.2939
Color: 19.1625, Freq: 127.5704
Color: 19.4545, Freq: 127.5032
Color: 19.2885, Freq: 126.9577
Color: 19.6994, Freq: 127.9264
Color: 1.8260, Freq: 74.7758
Color: 19.6193, Freq: 127.6539
Color: 19.5950, Freq: 127.5318
Color: 19.4115, Freq: 127.3238
Color: 19.4232, Freq: 127.6279
Color: 19.3538, Freq: 127.0642
Color: 19.2446, Freq: 126.1004
Color: 19.2595, Freq: 128.0977
Color: 19.4781, Freq: 127.8165
Color: 19.6470, Freq: 127.8765
Color: 19.6171, Freq: 127.6701
Color: 19.5372, Freq: 128.0441
Color: 19.3888, Freq: 127.9125
Color: 19.6975, Freq: 127.9845
Color: 19.7739, Freq: 128.5118
Color: 19.9236, Freq: 128.3537
Color: 19.4306, Freq: 126.4208
Color: 19.2292, Freq: 126.7107
Color: 18.9028, Freq: 125.6354
Color: 18.9105, Freq: 125.9064
Color: 18.6099, Freq: 124.4656
Color: 18.9433, Freq: 125.9538
Color: 18.8532, Freq: 125.6926
Color: 3.9900, Freq: 77.0817
Color: 19.3536, Freq: 125.8057
Color: 3.9383, Freq: 77.6278
Color: 18.6826, Freq: 124.7111
Color: 19.1396, Freq: 125.9083
Color: 19.1333, Freq: 126.1117
Color: 19.3244, Freq: 126.4584
Color: 3.9347, Freq: 81.4611
Color: 19.5540, Freq: 127.5552
Color: 19.3501, Freq: 127.0039
Color: 3.6478, Freq: 80.8713
Color: 19.4751, Freq: 127.1888
Color: 19.1001, Freq: 126.4737
Color: 18.9384, Freq: 124.7807
Color: 19.5840, Freq: 125.1875
Color: 3.5401, Freq: 79.9405
Color: 19.5398, Freq: 124.1290
Color: 3.4972, Freq: 77.7050
Color: 19.7540, Freq: 123.5324
Color: 3.5458, Freq: 81.1030
Color: 20.0028, Freq: 123.4527
Color: 3.4237, Freq: 76.9069
Color: 18.7589, Freq: 118.4184
Color: 3.4208, Freq: 77.8761
Color: 19.4942, Freq: 122.3715
Color: 19.9243, Freq: 89.6558
Color: 18.0771, Freq: 124.0059
Color: 6.4779, Freq: 82.9070
Color: 6.4614, Freq: 85.2073
Color: 17.3575, Freq: 126.5866
Color: 17.2414, Freq: 125.8122
Color: 17.1804, Freq: 125.2660
Color: 17.5099, Freq: 126.8243
Color: 3.2759, Freq: 78.2291
Color: 5.9274, Freq: 88.8103
Color: 3.2725, Freq: 79.1735
Color: 5.8320, Freq: 86.4803
Color: 3.2186, Freq: 76.9829
Color: 17.2870, Freq: 127.7693
Color: 3.3431, Freq: 82.3183
Color: 17.2387, Freq: 126.7241
Color: 3.3356, Freq: 78.8823
Color: 17.0944, Freq: 125.8098
Color: 16.9145, Freq: 125.0599
Color: 6.1348, Freq: 86.1703
Color: 17.0314, Freq: 126.4003
Color: 5.9382, Freq: 84.7463
Color: 16.9279, Freq: 125.7594
Color: 6.0660, Freq: 89.5763
Color: 5.9259, Freq: 85.1367
Color: 3.4065, Freq: 82.4906
Color: 5.7271, Freq: 82.6829
Color: 25.0489, Freq: 129.1322
Color: 3.4219, Freq: 76.1817
Color: 17.0223, Freq: 126.3981
Color: 3.4735, Freq: 80.7633
Color: 17.1449, Freq: 124.8871
Color: 17.1320, Freq: 124.8402
Color: 16.7815, Freq: 123.3875
Color: 16.8247, Freq: 122.3206
Color: 17.2833, Freq: 122.6940
Color: 17.4521, Freq: 123.9891
Color: 3.7358, Freq: 84.3309
Color: 17.4103, Freq: 123.5327
Color: 3.7164, Freq: 82.1362
Color: 17.3184, Freq: 123.1653
Color: 17.3825, Freq: 123.3324
Color: 17.4847, Freq: 124.4320
Color: 3.7217, Freq: 83.8156
Color: 17.3749, Freq: 124.3566
Color: 17.1012, Freq: 122.7830
Color: 17.4493, Freq: 122.9422
Color: 3.7846, Freq: 84.4535
Color: 17.2237, Freq: 121.6066
Color: 3.6814, Freq: 81.6302
Color: 16.7585, Freq: 122.6060
Color: 17.5181, Freq: 123.0162
Color: 16.9430, Freq: 119.3902
Color: 16.5697, Freq: 116.8154
Color: 3.6821, Freq: 83.6373
Color: 16.9092, Freq: 114.6840
Color: 3.6269, Freq: 78.2326
Color: 16.6614, Freq: 114.3931
Color: 4.7078, Freq: 80.9834
Color: 16.4380, Freq: 114.4992
Color: 3.7625, Freq: 81.5426
Color: 16.6783, Freq: 114.8677
Color: 1.4760, Freq: 75.0314
Color: 17.7914, Freq: 114.4077
Color: 19.0241, Freq: 116.7253
Color: 19.7778, Freq: 118.4554
Color: 19.9694, Freq: 120.3340
Color: 19.9521, Freq: 121.6259
Color: 20.8629, Freq: 121.6834
Color: 20.2096, Freq: 120.7381
Color: 18.7724, Freq: 118.7837
Color: 18.9279, Freq: 120.7645
Color: 19.4185, Freq: 122.7118
Color: 20.4801, Freq: 125.2901
Color: 20.8019, Freq: 124.2440
Color: 22.0157, Freq: 125.4885
Color: 3.8484, Freq: 77.1350
Color: 22.4077, Freq: 124.3800
Color: 3.8139, Freq: 76.4612
Color: 22.5810, Freq: 125.4606
Color: 3.7287, Freq: 75.4823
Color: 22.4103, Freq: 122.3783
Color: 4.0348, Freq: 77.1948
Color: 22.9026, Freq: 123.1765
Color: 23.1358, Freq: 121.8892
Color: 3.6394, Freq: 75.5877
Color: 22.8517, Freq: 120.6912
Color: 21.5896, Freq: 118.3160
Color: 20.9978, Freq: 117.1985
Color: 20.3348, Freq: 115.8708
Color: 3.6060, Freq: 77.7177
Color: 20.3025, Freq: 118.3040
Color: 20.5518, Freq: 117.8896
Color: 19.6082, Freq: 114.7593
Color: 17.7587, Freq: 107.0700
Color: 16.8966, Freq: 106.2005
Color: 1.9500, Freq: 79.0069
Color: 1.8842, Freq: 82.6084
Color: 1.5478, Freq: 84.3501
Color: 1.9001, Freq: 83.8314
Color: 3.8431, Freq: 81.5661
Color: 2.1178, Freq: 86.0289
Color: 1.2585, Freq: 78.7645
Color: 51.2979, Freq: 105.4057
Color: 1.8358, Freq: 87.2209
Color: 10.8092, Freq: 79.8637
Color: 1.9504, Freq: 83.0246
Color: 1.5684, Freq: 85.0887
Color: 1.8465, Freq: 82.8475
Color: 2.1270, Freq: 93.5993
Color: 2.0139, Freq: 93.3704
Color: 2.2338, Freq: 79.1549
Color: 17.4417, Freq: 103.2685
Color: 3.5394, Freq: 80.5195
Color: 19.7417, Freq: 113.9369
Color: 19.7179, Freq: 116.1711
Color: 3.3465, Freq: 77.2787
Color: 1.5641, Freq: 78.7903
Color: 20.2074, Freq: 117.5342
Color: 1.1839, Freq: 73.8460
Color: 21.4290, Freq: 120.8533
Color: 21.4035, Freq: 121.6038
Color: 21.0559, Freq: 122.1798
Color: 22.2533, Freq: 125.6737
Color: 3.8263, Freq: 83.7586
Color: 22.6135, Freq: 127.4166
Color: 3.7425, Freq: 81.5068
Color: 20.6178, Freq: 124.3808
Color: 3.6914, Freq: 79.0658
Color: 21.5664, Freq: 125.5870
Color: 3.5038, Freq: 77.0429
Color: 23.0534, Freq: 127.8634
Color: 3.5279, Freq: 76.7171
Color: 21.0293, Freq: 126.4790
Color: 3.6161, Freq: 78.1841
Color: 21.0575, Freq: 125.5191
Color: 3.5369, Freq: 76.7412
Color: 21.0874, Freq: 126.1546
Color: 19.9995, Freq: 125.2224
Color: 20.4175, Freq: 126.5566
Color: 19.3021, Freq: 125.4336
Color: 19.6918, Freq: 126.0162
Color: 19.2054, Freq: 124.8448
Color: 18.9864, Freq: 124.0826
Color: 19.3005, Freq: 125.1093
Color: 19.2297, Freq: 126.2338
Color: 3.7343, Freq: 83.4678
Color: 19.3739, Freq: 125.4889
Color: 19.1093, Freq: 125.8498
Color: 3.5406, Freq: 80.2695
Color: 19.2443, Freq: 125.6400
Color: 3.5657, Freq: 80.7431
Color: 18.8877, Freq: 126.0229
Color: 18.9119, Freq: 125.6597
Color: 18.7142, Freq: 123.8728
Color: 3.7575, Freq: 76.6576
Color: 18.6532, Freq: 125.5867
Color: 18.7503, Freq: 125.3949
Color: 18.6922, Freq: 125.2987
Color: 18.8425, Freq: 124.9252
Color: 19.0661, Freq: 125.8954
Color: 18.9576, Freq: 124.0181
Color: 3.7047, Freq: 84.2284
Color: 18.7558, Freq: 123.7331
Color: 18.7234, Freq: 123.0492
Color: 18.8580, Freq: 124.6959
Color: 18.6142, Freq: 123.3946
Color: 4.0254, Freq: 82.5861
Color: 18.8177, Freq: 125.2091
Color: 18.3984, Freq: 123.6918
Color: 18.5004, Freq: 124.1738
Color: 18.0376, Freq: 122.4363
Color: 18.0862, Freq: 122.7103
Color: 17.7685, Freq: 121.1464
Color: 4.0043, Freq: 82.9476
Color: 17.8810, Freq: 121.8117
Color: 3.9020, Freq: 83.5088
Color: 17.9099, Freq: 122.9621
Inst: 3.4359, Avg: 3.4359, Freq: 88.9926
Inst: 12.5270, Avg: 7.9815, Freq: 118.1515
Inst: 3.5533, Avg: 6.5054, Freq: 90.3241
Inst: 12.8702, Avg: 8.0966, Freq: 118.3767
Inst: 13.4760, Avg: 9.1725, Freq: 119.8554
Inst: 13.6424, Avg: 9.9175, Freq: 119.7150
Inst: 14.3141, Avg: 10.5456, Freq: 120.3683
Inst: 3.6668, Avg: 9.6857, Freq: 77.4904
Inst: 1.2463, Avg: 8.7480, Freq: 79.4178
Inst: 21.6767, Avg: 10.0409, Freq: 123.7681
Inst: 3.7570, Avg: 10.0730, Freq: 81.5442
Inst: 1.1674, Avg: 8.9370, Freq: 78.1732
Inst: 20.4953, Avg: 10.6312, Freq: 123.2405
Inst: 15.5395, Avg: 10.8981, Freq: 120.4954
Inst: 15.8034, Avg: 11.1309, Freq: 122.7645
Inst: 15.7722, Avg: 11.3439, Freq: 123.4733
Inst: 15.9389, Avg: 11.5063, Freq: 123.3257
Inst: 16.0918, Avg: 12.7488, Freq: 125.2307
Inst: 16.3219, Avg: 14.2564, Freq: 125.6696
Inst: 3.7867, Avg: 12.4674, Freq: 85.7584
Inst: 1.4958, Avg: 12.2413, Freq: 82.9650
Inst: 23.9447, Avg: 14.5190, Freq: 126.8465
Inst: 3.8529, Avg: 12.8548, Freq: 81.9126
Inst: 16.3636, Avg: 12.9372, Freq: 122.8497
Inst: 4.0037, Avg: 11.7572, Freq: 85.2318
Inst: 16.2947, Avg: 11.8095, Freq: 121.3260
Inst: 4.0261, Avg: 10.6182, Freq: 84.5848
Inst: 16.1744, Avg: 10.6265, Freq: 115.4169
Inst: 15.9614, Avg: 10.5904, Freq: 117.2593
Inst: 3.9273, Avg: 10.6045, Freq: 79.0892
Inst: 16.5083, Avg: 12.1057, Freq: 118.8389
Inst: 16.3872, Avg: 11.3500, Freq: 119.4616
Inst: 3.9431, Avg: 11.3590, Freq: 83.2070
Inst: 16.4665, Avg: 11.3693, Freq: 120.6418
Inst: 3.9953, Avg: 11.3684, Freq: 78.5781
Inst: 16.2681, Avg: 11.3658, Freq: 118.5369
Inst: 16.3025, Avg: 12.5934, Freq: 122.0403
Inst: 16.3410, Avg: 12.6101, Freq: 123.5919
Inst: 16.4786, Avg: 12.6618, Freq: 123.8362
Inst: 1.6083, Avg: 12.4299, Freq: 77.0622
Inst: 16.4032, Avg: 12.4194, Freq: 124.0470
